Event RA Dec t0 tE Ibl I0 Field Layer
OGLE-2013-BLG-0027 269.10416666666663 -28.404166666666665 2456343.608 10.29 16.576 16.576 EUC_LE1_VIS-67070-1-C_20250324T080834.000000Z_01_01_01.00.fits.gz 81
OGLE-2013-BLG-0028 269.0441666666667 -28.470277777777778 2456320.052 41.04 16.231 16.231 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 82
OGLE-2013-BLG-0039 268.97083333333336 -29.255277777777778 2456344.871 22.786 19.009 21.372 EUC_LE1_VIS-67070-1-C_20250324T040259.000000Z_01_01_01.00.fits.gz 22
OGLE-2013-BLG-0043 268.8129166666667 -29.16361111111111 2456340.458 12.493 19.622 19.622 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 6
OGLE-2013-BLG-0044 268.7008333333333 -28.975 2456301.356 35.878 17.683 17.683 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 49
OGLE-2013-BLG-0045 268.61625 -29.05555555555556 2456308.604 55.452 17.884 17.884 EUC_LE1_VIS-67070-1-C_20250323T230245.000000Z_01_01_01.00.fits.gz 88
OGLE-2013-BLG-0051 269.25041666666664 -29.98333333333333 2456340.2 21.137 19.797 21.913 EUC_LE1_VIS-67070-1-C_20250324T034404.000000Z_01_01_01.00.fits.gz 89
OGLE-2013-BLG-0052 268.78583333333336 -30.09472222222222 2456355.165 24.927 18.808 19.879 EUC_LE1_VIS-67070-1-C_20250324T015904.000000Z_01_01_01.00.fits.gz 29
OGLE-2013-BLG-0131 268.1970833333333 -28.38277777777778 2456359.62 12.837 19.617 19.617 EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 22
OGLE-2013-BLG-0135 268.6045833333333 -28.991666666666667 2456358.563 40.034 19.086 20.998 EUC_LE1_VIS-67070-1-C_20250323T230245.000000Z_01_01_01.00.fits.gz 73
OGLE-2013-BLG-0153 269.31625 -30.04277777777778 2456360.486 4.655 18.282 18.282 EUC_LE1_VIS-67070-1-C_20250324T032724.000000Z_01_01_01.00.fits.gz 86
OGLE-2013-BLG-0162 267.5520833333333 -29.92111111111112 2456363.247 43.263 19.431 22.657 EUC_LE1_VIS-67070-1-C_20250323T134016.000000Z_01_01_01.00.fits.gz 105
OGLE-2013-BLG-0163 267.8075 -29.500833333333333 2456371.516 15.872 18.574 18.883 EUC_LE1_VIS-67070-1-C_20250323T153551.000000Z_01_01_01.00.fits.gz 121
OGLE-2013-BLG-0164 269.2404166666667 -28.57527777777777 2456360.641 2.96 20.13 20.13 EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 104
OGLE-2013-BLG-0165 268.8229166666667 -28.42194444444445 2456370.095 21.051 18.523 18.523 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 7
OGLE-2013-BLG-0166 269.39458333333334 -28.75861111111111 2456359.851 2.677 19.162 19.162 EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 112
OGLE-2013-BLG-0175 268.36875 -28.676111111111112 2456366.087 27.259 20.098 21.445 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 117
OGLE-2013-BLG-0176 267.9520833333333 -28.74944444444445 2456369.515 15.971 19.225 19.225 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 39
OGLE-2013-BLG-0177 267.8341666666667 -28.452222222222225 2456364.666 19.101 20.45 21.631 EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 112
OGLE-2013-BLG-0181 269.095 -29.48527777777777 2456371.994 30.522 18.556 19.805 EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 119
OGLE-2013-BLG-0195 268.5254166666667 -28.60305555555556 2456392.576 32.044 17.253 17.253 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 111
OGLE-2013-BLG-0196 268.07958333333335 -29.93166666666667 2456363.199 29.876 18.207 18.207 EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 21
OGLE-2013-BLG-0204 268.06291666666664 -28.87833333333333 2456353.363 3.308 20.03 20.03 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 55
OGLE-2013-BLG-0207 269.38666666666666 -28.273888888888887 2456361.842 20.29 20.179 21.186 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 76
OGLE-2013-BLG-0211 268.78041666666667 -28.883333333333333 2456337.586 26.75 20.275 21.357 EUC_LE1_VIS-67070-1-C_20250324T063154.000000Z_01_01_01.00.fits.gz 50
OGLE-2013-BLG-0213 268.60125 -30.460277777777776 2456334.102 30.806 19.963 19.963 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 133
OGLE-2013-BLG-0214 269.28 -30.352500000000003 2456356.295 17.258 20.248 20.909 EUC_LE1_VIS-67070-1-C_20250324T033544.000000Z_01_01_01.00.fits.gz 128
OGLE-2013-BLG-0217 267.93875 -28.9975 2456365.192 1.613 17.971 17.971 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 62
OGLE-2013-BLG-0218 267.9016666666667 -28.79027777777777 2456373.39 21.965 19.767 20.34 EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 49
OGLE-2013-BLG-0233 268.39708333333334 -29.20888888888889 2456368.885 20.91 18.579 18.579 EUC_LE1_VIS-67070-1-C_20250323T220245.000000Z_01_01_01.00.fits.gz 90
OGLE-2013-BLG-0234 267.9966666666667 -29.19527777777778 2456366.524 19.317 20.273 22.579 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 17
OGLE-2013-BLG-0235 268.65416666666664 -28.656666666666663 2456368.793 0.735 18.314 18.314 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 25
OGLE-2013-BLG-0236 268.18666666666667 -29.43777777777778 2456356.094 17.24 18.897 18.897 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 46
OGLE-2013-BLG-0238 269.36499999999995 -29.43805555555556 2456368.902 13.541 19.482 19.482 EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 97
OGLE-2013-BLG-0239 269.2475 -28.65 2456368.572 17.084 19.252 21.176 EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 104
OGLE-2013-BLG-0257 268.18916666666667 -29.034166666666668 2456376.912 73.336 19.478 21.087 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 11
OGLE-2013-BLG-0269 269.1391666666667 -29.354444444444447 2456369.712 121.243 20.432 23.276 EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 108
OGLE-2013-BLG-0309 267.47041666666667 -30.17027777777778 2456373.424 38.958 20.137 22.574 EUC_LE1_VIS-67070-1-C_20250323T134016.000000Z_01_01_01.00.fits.gz 130
OGLE-2013-BLG-0310 268.97875000000005 -28.43861111111111 2456372.814 2.216 20.047 20.783 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 22
OGLE-2013-BLG-0313 267.91875000000005 -28.975 2456387.223 41.896 19.009 20.805 EUC_LE1_VIS-67070-1-C_20250323T211745.000000Z_01_01_01.00.fits.gz 2
OGLE-2013-BLG-0324 269.1766666666667 -29.291666666666668 2456384.155 51.369 19.099 21.038 EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 90
OGLE-2013-BLG-0329 268.4995833333333 -29.96222222222222 2456434.485 49.728 17.18 17.869 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 86
OGLE-2013-BLG-0330 267.6120833333333 -29.7175 2456374.656 7.425 20.034 21.065 EUC_LE1_VIS-67070-1-C_20250323T132336.000000Z_01_01_01.00.fits.gz 77
OGLE-2013-BLG-0331 269.35 -28.335277777777776 2456378.948 11.429 19.486 19.486 EUC_LE1_VIS-67070-1-C_20250324T080834.000000Z_01_01_01.00.fits.gz 76
OGLE-2013-BLG-0333 268.8416666666667 -30.48777777777778 2456376.64 9.288 19.617 21.05 EUC_LE1_VIS-67070-1-C_20250324T015904.000000Z_01_01_01.00.fits.gz 65
OGLE-2013-BLG-0347 267.6125 -29.7175 2456374.687 8.78 20.192 21.024 EUC_LE1_VIS-67070-1-C_20250323T132336.000000Z_01_01_01.00.fits.gz 77
OGLE-2013-BLG-0348 268.8591666666667 -29.73361111111112 2456375.89 40.036 20.2 20.2 EUC_LE1_VIS-67070-1-C_20250324T041939.000000Z_01_01_01.00.fits.gz 65
OGLE-2013-BLG-0349 268.30875 -28.821944444444444 2456380.882 12.328 19.555 20.141 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 130
OGLE-2013-BLG-0360 267.9791666666667 -28.98777777777778 2456379.116 1.229 16.369 19.536 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 5
OGLE-2013-BLG-0361 268.3583333333333 -29.438333333333333 2456379.307 9.956 17.982 17.982 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 117
OGLE-2013-BLG-0362 269.3583333333333 -28.433611111111112 2456381.399 17.555 18.486 21.854 EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 88
OGLE-2013-BLG-0388 268.45958333333334 -28.70861111111111 2456381.064 2.809 19.371 19.371 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 113
OGLE-2013-BLG-0395 268.0908333333333 -29.75888888888889 2456380.579 10.455 20.081 21.191 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 67
OGLE-2013-BLG-0404 268.5029166666667 -29.801666666666662 2456380.98 14.375 20.266 21.355 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 74
OGLE-2013-BLG-0405 268.08958333333334 -29.460833333333333 2456430.494 133.373 18.952 20.665 EUC_LE1_VIS-67070-1-C_20250323T210105.000000Z_01_01_01.00.fits.gz 43
OGLE-2013-BLG-0414 267.9120833333334 -30.029166666666665 2456382.832 4.0 20.038 21.161 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 26
OGLE-2013-BLG-0435 267.38416666666666 -29.852222222222224 2456386.721 31.224 20.189 22.002 EUC_LE1_VIS-67070-1-C_20250323T115516.000000Z_01_01_01.00.fits.gz 34
OGLE-2013-BLG-0438 268.23125 -29.75888888888889 2456391.104 6.973 19.918 20.411 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 71
OGLE-2013-BLG-0440 268.92333333333335 -28.550833333333333 2456390.951 4.224 19.592 19.592 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 21
OGLE-2013-BLG-0450 268.67208333333326 -28.328888888888887 2456393.739 6.151 18.878 18.878 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 1
OGLE-2013-BLG-0451 268.15875 -29.37388888888889 2456484.526 110.66 19.003 19.003 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 35
OGLE-2013-BLG-0467 268.2316666666667 -29.75888888888889 2456391.12 46.196 20.097 22.689 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 71
OGLE-2013-BLG-0479 268.5029166666667 -29.5675 2456424.108 92.488 19.984 19.984 EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 125
OGLE-2013-BLG-0481 269.0729166666667 -29.35638888888889 2456417.105 56.136 19.487 20.342 EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 107
OGLE-2013-BLG-0482 268.8391666666667 -28.781666666666663 2456395.329 10.286 19.215 19.215 EUC_LE1_VIS-67070-1-C_20250324T063154.000000Z_01_01_01.00.fits.gz 44
OGLE-2013-BLG-0490 267.9558333333333 -30.292222222222225 2456393.704 0.865 20.189 20.189 EUC_LE1_VIS-67070-1-C_20250324T012328.000000Z_01_01_01.00.fits.gz 50
OGLE-2013-BLG-0491 269.2158333333333 -28.619722222222222 2456400.365 8.822 19.248 21.219 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 102
OGLE-2013-BLG-0492 269.2291666666667 -30.190555555555555 2456409.058 45.733 19.13 20.072 EUC_LE1_VIS-67070-1-C_20250324T034404.000000Z_01_01_01.00.fits.gz 115
OGLE-2013-BLG-0498 268.43458333333336 -28.857222222222223 2456395.286 14.478 19.54 19.54 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 139
OGLE-2013-BLG-0501 268.2395833333333 -30.131666666666668 2456399.144 1.125 15.294 15.294 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 119
OGLE-2013-BLG-0502 268.03125000000006 -29.35638888888889 2456405.316 7.337 17.17 18.635 EUC_LE1_VIS-67070-1-C_20250323T211745.000000Z_01_01_01.00.fits.gz 41
OGLE-2013-BLG-0529 268.3379166666667 -29.209444444444443 2456386.491 25.864 17.184 17.184 EUC_LE1_VIS-67070-1-C_20250323T230245.000000Z_01_01_01.00.fits.gz 108
OGLE-2013-BLG-0543 268.13 -29.201666666666664 2456402.436 5.249 19.823 20.27 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 21
OGLE-2013-BLG-0544 268.15083333333337 -28.68277777777778 2456401.531 0.931 20.571 20.571 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 45
OGLE-2013-BLG-0545 268.65208333333334 -28.351666666666667 2456401.076 3.647 20.015 20.015 EUC_LE1_VIS-67070-1-C_20250324T063154.000000Z_01_01_01.00.fits.gz 1
OGLE-2013-BLG-0546 268.035 -30.04277777777778 2456404.299 19.487 20.149 20.149 EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 30
OGLE-2013-BLG-0551 268.03625 -29.585 2456402.086 9.895 20.129 22.057 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 56
OGLE-2013-BLG-0552 268.9270833333333 -29.09611111111111 2456410.496 22.179 20.063 20.063 EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 9
OGLE-2013-BLG-0557 268.8629166666667 -29.934722222222224 2456407.528 11.919 18.811 20.162 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 9
OGLE-2013-BLG-0562 268.1925 -29.79416666666667 2456405.246 14.597 19.052 21.338 EUC_LE1_VIS-67070-1-C_20250324T004008.000000Z_01_01_01.00.fits.gz 11
OGLE-2013-BLG-0565 268.6716666666666 -30.223611111111108 2456409.671 13.361 19.563 19.563 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 26
OGLE-2013-BLG-0574 269.0145833333333 -28.804166666666667 2456403.558 8.555 20.023 21.389 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 47
OGLE-2013-BLG-0576 267.5120833333333 -30.18861111111111 2456407.76 16.856 18.836 21.543 EUC_LE1_VIS-67070-1-C_20250323T132336.000000Z_01_01_01.00.fits.gz 132
OGLE-2013-BLG-0577 268.8845833333333 -28.41111111111111 2456407.53 7.329 15.922 18.51 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 9
OGLE-2013-BLG-0588 268.0308333333333 -29.890833333333333 2456404.783 12.245 20.037 22.223 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 18
OGLE-2013-BLG-0592 268.33916666666664 -29.36638888888889 2456407.763 4.687 19.076 20.374 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 120
OGLE-2013-BLG-0595 268.15083333333337 -30.27722222222222 2456409.07 8.955 19.47 20.347 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 57
OGLE-2013-BLG-0596 268.48541666666665 -29.90305555555556 2456407.489 5.826 20.186 20.628 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 86
OGLE-2013-BLG-0603 268.78333333333336 -29.97722222222222 2456408.298 17.118 20.304 20.304 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 7
OGLE-2013-BLG-0605 268.565 -29.620555555555555 2456410.689 8.847 20.077 20.077 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 135
OGLE-2013-BLG-0606 268.0804166666667 -29.48361111111112 2456410.065 1.884 20.157 20.157 EUC_LE1_VIS-67070-1-C_20250323T211745.000000Z_01_01_01.00.fits.gz 54
OGLE-2013-BLG-0612 268.33875 -28.53333333333333 2456416.914 0.439 19.209 19.209 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 105
OGLE-2013-BLG-0614 268.54541666666665 -30.10111111111112 2456437.743 78.074 19.081 20.39 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 97
OGLE-2013-BLG-0617 268.9275 -28.40972222222222 2456433.109 27.722 16.549 18.633 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 12
OGLE-2013-BLG-0620 269.2595833333333 -28.666666666666668 2456422.046 48.773 19.013 21.136 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 116
OGLE-2013-BLG-0622 268.77750000000003 -29.976388888888888 2456414.687 9.249 19.416 20.238 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 8
OGLE-2013-BLG-0629 268.0216666666667 -30.2425 2456418.032 15.4 20.234 21.673 EUC_LE1_VIS-67070-1-C_20250323T233828.000000Z_01_01_01.00.fits.gz 53
OGLE-2013-BLG-0631 269.4320833333333 -30.2225 2456418.203 16.964 20.138 21.125 EUC_LE1_VIS-67070-1-C_20250324T033544.000000Z_01_01_01.00.fits.gz 112
OGLE-2013-BLG-0635 268.69125 -30.280833333333334 2456417.673 9.467 19.714 19.714 EUC_LE1_VIS-67070-1-C_20250324T015904.000000Z_01_01_01.00.fits.gz 40
OGLE-2013-BLG-0646 268.52666666666664 -28.431944444444447 2456417.717 29.0 20.079 21.77 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 99
OGLE-2013-BLG-0649 267.5358333333333 -28.736666666666668 2456482.595 54.012 15.795 15.795 EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 143
OGLE-2013-BLG-0650 268.55583333333334 -29.684444444444445 2456429.12 10.833 18.35 18.35 EUC_LE1_VIS-67070-1-C_20250324T012328.000000Z_01_01_01.00.fits.gz 76
OGLE-2013-BLG-0651 268.38375 -29.55666666666667 2456418.519 18.799 19.131 21.858 EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 127
OGLE-2013-BLG-0652 267.5470833333333 -29.435 2456425.485 10.211 17.867 17.867 EUC_LE1_VIS-67070-1-C_20250323T154411.000000Z_01_01_01.00.fits.gz 132
OGLE-2013-BLG-0657 269.165 -29.905555555555555 2456417.777 11.168 19.315 19.315 EUC_LE1_VIS-67070-1-C_20250324T031904.000000Z_01_01_01.00.fits.gz 79
OGLE-2013-BLG-0667 269.22541666666666 -29.398055555555555 2456429.379 18.841 18.326 18.931 EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 104
OGLE-2013-BLG-0679 268.3691666666667 -28.656666666666663 2456424.499 63.721 20.051 20.051 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 117
OGLE-2013-BLG-0684 269.2991666666667 -30.627222222222223 2456429.208 29.564 19.884 19.884 EUC_LE1_VIS-67070-1-C_20250324T031904.000000Z_01_01_01.00.fits.gz 137
OGLE-2013-BLG-0710 267.99458333333337 -29.725277777777777 2456472.697 35.134 16.879 16.879 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 65
OGLE-2013-BLG-0728 268.6658333333333 -29.56361111111111 2456434.445 24.425 18.359 20.448 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 37
OGLE-2013-BLG-0729 268.7983333333334 -30.004166666666663 2456428.052 6.482 19.661 19.661 EUC_LE1_VIS-67070-1-C_20250324T015044.000000Z_01_01_01.00.fits.gz 17
OGLE-2013-BLG-0751 268.2179166666667 -28.97611111111111 2456429.154 5.469 19.444 19.914 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 83
OGLE-2013-BLG-0755 268.0604166666667 -30.493333333333336 2456433.868 12.439 18.483 19.251 EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 67
OGLE-2013-BLG-0760 268.28416666666664 -28.649166666666662 2456440.535 18.374 18.429 18.429 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 119
OGLE-2013-BLG-0761 269.385 -28.44083333333333 2456433.633 11.41 20.015 20.015 EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 88
OGLE-2013-BLG-0762 268.8583333333333 -28.578055555555554 2456432.062 3.015 19.958 19.958 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 19
OGLE-2013-BLG-0764 269.1104166666667 -28.790000000000003 2456433.202 2.988 20.277 20.277 EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 120
OGLE-2013-BLG-0790 268.64458333333334 -28.47722222222222 2456438.291 12.357 18.276 18.276 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 97
OGLE-2013-BLG-0791 268.4629166666667 -29.42277777777777 2456442.47 11.033 18.26 19.494 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 113
OGLE-2013-BLG-0816 268.56999999999994 -30.179722222222225 2456437.546 5.515 19.15 21.032 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 112
OGLE-2013-BLG-0817 267.88625 -30.129166666666663 2456468.655 21.761 17.325 17.325 EUC_LE1_VIS-67070-1-C_20250323T233828.000000Z_01_01_01.00.fits.gz 37
OGLE-2013-BLG-0819 269.24291666666664 -28.329166666666666 2456443.582 7.664 17.871 18.848 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 77
OGLE-2013-BLG-0841 268.1166666666667 -29.81722222222222 2456441.751 4.099 20.111 20.331 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 12
OGLE-2013-BLG-0842 268.50666666666666 -28.36805555555556 2456444.723 19.316 20.451 20.451 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 87
OGLE-2013-BLG-0843 268.38041666666663 -28.2825 2456447.11 8.634 17.951 17.951 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 79
OGLE-2013-BLG-0844 268.1925 -30.199722222222224 2456447.208 14.374 19.476 20.332 EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 46
OGLE-2013-BLG-0845 267.98291666666665 -29.951666666666664 2456447.492 21.57 20.087 20.087 EUC_LE1_VIS-67070-1-C_20250323T235648.000000Z_01_01_01.00.fits.gz 17
OGLE-2013-BLG-0847 268.23 -29.75888888888889 2456453.909 40.128 18.515 20.951 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 71
OGLE-2013-BLG-0868 267.5466666666666 -28.89361111111111 2456444.111 11.042 20.216 20.216 EUC_LE1_VIS-67070-1-C_20250323T160051.000000Z_01_01_01.00.fits.gz 81
OGLE-2013-BLG-0869 268.51 -28.346666666666664 2456444.959 10.412 20.127 20.127 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 74
OGLE-2013-BLG-0879 268.92875000000004 -29.404722222222222 2456443.553 10.453 19.787 19.787 EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 36
OGLE-2013-BLG-0889 268.17875000000004 -29.156666666666663 2456697.676 342.992 17.254 17.254 EUC_LE1_VIS-67070-1-C_20250323T210105.000000Z_01_01_01.00.fits.gz 22
OGLE-2013-BLG-0890 268.1016666666667 -30.461944444444445 2456448.339 1.694 16.94 16.94 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 67
OGLE-2013-BLG-0892 267.70375 -29.447222222222223 2456456.387 11.201 18.274 18.274 EUC_LE1_VIS-67070-1-C_20250323T155231.000000Z_01_01_01.00.fits.gz 125
OGLE-2013-BLG-0895 268.1016666666667 -30.461944444444445 2456448.335 1.894 16.842 17.201 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 67
OGLE-2013-BLG-0900 269.41125 -29.20027777777777 2456446.415 10.942 20.193 21.803 EUC_LE1_VIS-67070-1-C_20250324T060439.000000Z_01_01_01.00.fits.gz 88
OGLE-2013-BLG-0904 268.69333333333327 -28.5975 2456444.022 15.513 18.987 18.987 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 15
OGLE-2013-BLG-0905 267.56 -30.38222222222222 2456609.696 77.878 17.145 17.145 EUC_LE1_VIS-67070-1-C_20250323T131516.000000Z_01_01_01.00.fits.gz 144
OGLE-2013-BLG-0906 268.2333333333333 -29.995 2456459.961 20.105 17.541 17.541 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 107
OGLE-2013-BLG-0907 267.97625 -30.03861111111112 2456447.25 1.402 18.081 18.081 EUC_LE1_VIS-67070-1-C_20250323T233828.000000Z_01_01_01.00.fits.gz 32
OGLE-2013-BLG-0908 267.37833333333333 -29.802222222222223 2456465.069 26.542 18.404 19.704 EUC_LE1_VIS-67070-1-C_20250323T113836.000000Z_01_01_01.00.fits.gz 22
OGLE-2013-BLG-0909 268.8541666666667 -28.459166666666665 2456495.703 45.546 18.363 18.363 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 18
OGLE-2013-BLG-0913 268.8566666666667 -30.12 2456472.762 22.843 18.205 18.205 EUC_LE1_VIS-67070-1-C_20250324T015044.000000Z_01_01_01.00.fits.gz 30
